Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18309&classDate=9/21/2023&clsLoc=1,IN-PERSON: Beg HIP-HOP with Ness Martinez,Ness Martinez,Studio 4,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18345&classDate=9/21/2023&clsLoc=1,IN-PERSON: Int TAP with Danny Gardner,Danny Gardner,Studio B,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18091&classDate=9/21/2023&clsLoc=1,IN-PERSON: Adv Beg BALLET with Dorit Koppel,Dorit Koppel,Studio A,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18379&classDate=9/21/2023&clsLoc=1,IN-PERSON: Beg HOUSE with Huu Rock,Huu Rock,Studio 5,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18315&classDate=9/21/2023&clsLoc=1,IN-PERSON: Int THEATER with Andrew Wilson,Andrew Wilson,Studio 3,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18397&classDate=9/21/2023&clsLoc=1,IN-PERSON: All Levels VOICE with Eric Fotre Leach,Eric Fotre Leach,Studio 4,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18095&classDate=9/21/2023&clsLoc=1,IN-PERSON: Beg JAZZ with Heather Rigg,Heather Rigg,Studio 3,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18317&classDate=9/21/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUNK with Miles Keeney,Miles Keeney,Studio 5,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18229&classDate=9/21/2023&clsLoc=1,IN-PERSON: Beg BALLET with Yuka Kawazu,Yuka Kawazu,Studio 4,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18203&classDate=9/21/2023&clsLoc=1,IN-PERSON: Int TAP with April Cook,April Cook,Studio B,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18261&classDate=9/21/2023&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY JAZZ with Nijawwon Matthews,Nijawwon Matthews,Studio A,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18258&classDate=9/21/2023&clsLoc=1,IN-PERSON: Int BALLET with Benjamin Briones,Benjamin Briones,Studio 4,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18162&classDate=9/21/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUNK with Chio,Chio,Studio 5,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18169&classDate=9/21/2023&clsLoc=1,IN-PERSON: Beg THEATER with Elyn Collier,Elyn Collier,Studio A,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18335&classDate=9/21/2023&clsLoc=1,IN-PERSON: Int LYRICAL with Shannon Atkins,Shannon Atkins,Studio 3,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18455&classDate=9/21/2023&clsLoc=1,IN-PERSON: All Levels POPPING FOUNDATIONS with Ms Vee,Ms Vee,Studio B,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18197&classDate=9/21/2023&clsLoc=1,IN-PERSON: Int Adv HIP-HOP with Deshawn Da Prince,Deshawn Da Prince,Studio 5,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18408&classDate=9/21/2023&clsLoc=1,IN-PERSON: Adv Beg HEELS with Sissa Strain,Sissa Strain,Studio 3,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18388&classDate=9/21/2023&clsLoc=1,IN-PERSON: Basic HIP-HOP with Angel Kaba,Angel Kaba,Studio 4,1 hour & 30 minutes
