Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17754&classDate=8/24/2023&clsLoc=1,IN-PERSON: Basic HIP-HOP with Angel Kaba,Shari Piontkowskie (13),Studio 2,1 hour & 30 minutes
Broadway Dance Center,8:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17766&classDate=8/24/2023&clsLoc=1,IN-PERSON: Int JAZZ with Aspen Waddell,Aspen Waddell,Studio A,1 hour & 30 minutes
Broadway Dance Center,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17555&classDate=8/24/2023&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY with Eric Campros,Eric Campros,Studio 3,1 hour & 30 minutes
Broadway Dance Center,10:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17635&classDate=8/24/2023&clsLoc=1,IN-PERSON: Beg HIP-HOP with Ness Martinez,Ness Martinez,Studio 5,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,none,IN-PERSON: Beg BALLET with Jamie Salmon,Canceled Today,none,1 hour & 30 minutes
Broadway Dance Center,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17655&classDate=8/24/2023&clsLoc=1,IN-PERSON: Beg BROADWAY JAZZ with Sue Samuels,Sarah Wolff* (3),Studio A,1 hour & 30 minutes
Broadway Dance Center,11:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18266&classDate=8/24/2023&clsLoc=1,IN-PERSON: Int HIP-HOP with Robert Taylor Jr.,Robert Taylor Jr,Studio 5,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17598&classDate=8/24/2023&clsLoc=1,IN-PERSON: Adv Beg BALLET with Dorit Koppel,June Chin (5),Studio 1,1 hour & 30 minutes
Broadway Dance Center,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17571&classDate=8/24/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUNK with Miles Keeney,Miles Keeney,Studio 5,1 hour & 30 minutes
Broadway Dance Center,1:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17668&classDate=8/24/2023&clsLoc=1,IN-PERSON: Beg JAZZ with Heather Rigg,Heather Rigg,Studio 3,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,none,IN-PERSON: All Levels VOICE with Eric Fotre Leach,Canceled Today,none,1 hour & 30 minutes
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17677&classDate=8/24/2023&clsLoc=1,IN-PERSON: Adv Beg THEATER with Natalie Malotke,Marjorie Failoni (7),Studio 3,1 hour & 30 minutes
Broadway Dance Center,2:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17686&classDate=8/24/2023&clsLoc=1,IN-PERSON: Int TAP with April Cook,April Cook,Studio B,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17688&classDate=8/24/2023&clsLoc=1,IN-PERSON: Beg BALLET with Yuka Kawazu,Yuka Kawazu,Studio 1,1 hour & 30 minutes
Broadway Dance Center,4:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17745&classDate=8/24/2023&clsLoc=1,IN-PERSON: Int STREET JAZZ with Bo Park,Bo Park,Studio 5,1 hour & 30 minutes
Broadway Dance Center,4:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17583&classDate=8/24/2023&clsLoc=1,IN-PERSON: Int Adv THEATER JAZZ with Chip Abbott,Chryssie Whitehead (10),Studio 3,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18144&classDate=8/24/2023&clsLoc=1,IN-PERSON: Int JAZZ with Mike Baerga,Mike Baerga,Studio 4,1 hour & 30 minutes
Broadway Dance Center,5:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17703&classDate=8/24/2023&clsLoc=1,IN-PERSON: Basic BALLET with Erica Ratkovicz,Erica Ratkovicz,Studio A,1 hour & 30 minutes
Broadway Dance Center,5:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17679&classDate=8/24/2023&clsLoc=1,IN-PERSON: Int Adv HIP-HOP with Deshawn Da Prince,Deshawn Da Prince,Studio 5,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18209&classDate=8/24/2023&clsLoc=1,IN-PERSON: Int Adv CONTEMPORARY with Steven Blandino,Steven Blandino,Studio 1,1 hour & 30 minutes
Broadway Dance Center,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17741&classDate=8/24/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUNK with Chio,Chio,Studio 3,1 hour & 30 minutes
Broadway Dance Center,7:15 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18243&classDate=8/24/2023&clsLoc=1,IN-PERSON: Int LYRICAL JAZZ FUSION with Shannon Atkins and Matthew Deloch,Shannon Atkins and Matthew Deloch,Studio A,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17622&classDate=8/24/2023&clsLoc=1,IN-PERSON: All Levels BURLESQUE JAZZ with Tony Guerrero,Tony Guerrero,Studio 1,1 hour & 30 minutes
Broadway Dance Center,8:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18148&classDate=8/24/2023&clsLoc=1,IN-PERSON: Int Adv THEATER with Tanner Lane,Tanner Lane,Studio 5,1 hour & 30 minutes
Broadway Dance Center,8:45 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=17769&classDate=8/24/2023&clsLoc=1,IN-PERSON: Int STREET JAZZ with Bo Belza,Bo Belza,Studio 3,1 hour & 30 minutes
