Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18384&classDate=11/27/2023&clsLoc=1,IN-PERSON: Adv Beg STREET JAZZ with Bo Belza,Bo Belza,Studio 5,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18331&classDate=11/27/2023&clsLoc=1,IN-PERSON: Beg MECHANICS OF TAP with Ja'Bowen Dixon,Ja'Bowen Dixon,Studio B,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18244&classDate=11/27/2023&clsLoc=1,IN-PERSON: Int Adv THEATER with Chip Abbott,Daniel Gold (3),Studio 3,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18087&classDate=11/27/2023&clsLoc=1,IN-PERSON: Beg BALLET with Dorit Koppel,Dorit Koppel,Studio A,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18118&classDate=11/27/2023&clsLoc=1,IN-PERSON: Int TAP with Ray Hesselink,Ray Hesselink,Studio B,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18168&classDate=11/27/2023&clsLoc=1,IN-PERSON: Adv Beg THEATER with Elyn Collier,Sarah Juliet Shaw (4),Studio A,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18130&classDate=11/27/2023&clsLoc=1,IN-PERSON: Beg COMMERCIAL JAZZ with Debbie Wilson,Joey Tierno (5),Studio 3,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18225&classDate=11/27/2023&clsLoc=1,IN-PERSON: All Levels BURLESQUE JAZZ with Tony Guerrero,Tony Guerrero,Studio 3,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18240&classDate=11/27/2023&clsLoc=1,IN-PERSON: Basic CONTEMPORARY JAZZ with Stacie Webster,Stacie Webster,Studio A,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18278&classDate=11/27/2023&clsLoc=1,IN-PERSON: Int Adv STREET JAZZ with Keenan Cooks,Keenan Cooks,Studio 5,1 hour &30 minutes
Broadway Dance Center,9:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18297&classDate=11/27/2023&clsLoc=1,IN-PERSON: Beg HEELS with Courtney Sauls,Courtney Sauls,Studio 3,1 hour &30 minutes
Broadway Dance Center,9:00 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18589&classDate=11/27/2023&clsLoc=1,IN-PERSON: Basic HIP-HOP with TweetBoogie,Tweetboogie,Studio 5,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18149&classDate=11/27/2023&clsLoc=1,IN-PERSON: Basic THEATER with Morgan Rose,Morgan Rose,Studio 5,1 hour &30 minutes
Broadway Dance Center,10:30 am EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18542&classDate=11/27/2023&clsLoc=1,IN-PERSON: Beg HIP-HOP with Paolo Penala,Paolo Slice Penala,Studio B,1 hour &30 minutes
Broadway Dance Center,11:00 am EST,none,IN-PERSON: All Levels PILATES with Linda Farrell,Canceled Today,none,1 hour
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18083&classDate=11/27/2023&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY LYRICAL with Tracie Stanfield,Tracie Stanfield,Studio 3,1 hour &30 minutes
Broadway Dance Center,12:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18112&classDate=11/27/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Jill Kenney,Jill Kenney,Studio B,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18206&classDate=11/27/2023&clsLoc=1,IN-PERSON: Basic HIP-HOP with Geheny Rivera,Geheny Rivera,Studio 3,1 hour &30 minutes
Broadway Dance Center,1:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18139&classDate=11/27/2023&clsLoc=1,IN-PERSON: Beg JAZZ with Sheila Barker,Sheila Barker,Studio 4,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18230&classDate=11/27/2023&clsLoc=1,IN-PERSON: Adv Beg BALLET with Deanna Doyle,Deanna Doyle,Studio 4,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18107&classDate=11/27/2023&clsLoc=1,IN-PERSON: Beg CONTEMPORARY with Eric Campros,Eric Campros,Studio 3,1 hour &30 minutes
Broadway Dance Center,3:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18120&classDate=11/27/2023&clsLoc=1,IN-PERSON: Int Adv JAZZ with Debbie Roshe,Debbie Roshe,Studio A,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18282&classDate=11/27/2023&clsLoc=1,IN-PERSON: Adv Beg JUMPS AND TURNS with Ali Koinoglou,Ali Koinoglou,Studio 4,1 hour &30 minutes
Broadway Dance Center,4:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18165&classDate=11/27/2023&clsLoc=1,IN-PERSON: Int Adv HIP-HOP with David Thomas,David Thomas,Studio 5,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18284&classDate=11/27/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Justin Boccitto,Justin Boccitto,Studio B,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18381&classDate=11/27/2023&clsLoc=1,IN-PERSON: Basic BALLET with Sarah Simon Wolff,Sarah Simon Wolff,Studio 4,1 hour &30 minutes
Broadway Dance Center,6:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18274&classDate=11/27/2023&clsLoc=1,IN-PERSON: Int Adv STREET JAZZ with Kenichi Kasamatsu,Kenichi Kasamatsu,Studio 5,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18217&classDate=11/27/2023&clsLoc=1,IN-PERSON: All Levels POPPING with Sun Kim,Mr. Ocean (6),Studio B,1 hour &30 minutes
Broadway Dance Center,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18355&classDate=11/27/2023&clsLoc=1,IN-PERSON: Beg STREET JAZZ with Elodie Dufroux,Elodie Dufroux,Studio 4,1 hour &30 minutes
Broadway Dance Center,9:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18352&classDate=11/27/2023&clsLoc=1,IN-PERSON: Adv STREET STYLES with Jay Mills,Masumi Kambayashi (7),Studio 5,1 hour &30 minutes
Broadway Dance Center,9:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18247&classDate=11/27/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY FUSION with Camryn Brothers,Camryn Brothers,Studio A,1 hour &30 minutes
