Studio,Start time,Sign up,Classes,Teacher,Studio,Duration
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18229&classDate=11/2/2023&clsLoc=1,IN-PERSON: Beg BALLET with Yuka Kawazu,Yuka Kawazu,Studio 4,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18596&classDate=11/2/2023&clsLoc=1,IN-PERSON: Int Adv TECHNIQUE with Krista Miller,Krista Miller,Studio 3,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18245&classDate=11/2/2023&clsLoc=1,IN-PERSON: Int Adv THEATER with Chip Abbott,Sarah Meahl (2),Studio 3,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18300&classDate=11/2/2023&clsLoc=1,IN-PERSON: Beg TAP with Katharine Pettit,Katharine Pettit,Studio B,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18286&classDate=11/2/2023&clsLoc=1,IN-PERSON: Int STREET JAZZ with Bo Park,Nick Kim (3),Studio 5,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18587&classDate=11/2/2023&clsLoc=1,IN-PERSON: Adv CONTEMPORARY FUSION with Andrew Mulet,Derek Piquette (4),Studio 3,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18169&classDate=11/2/2023&clsLoc=1,IN-PERSON: Beg THEATER with Elyn Collier,Elyn Collier,Studio 4,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18226&classDate=11/2/2023&clsLoc=1,IN-PERSON: All Levels BURLESQUE JAZZ with Tony Guerrero,Tony Guerrero,Studio A,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18272&classDate=11/2/2023&clsLoc=1,IN-PERSON: Beg HEELS with Hector Lopez,Hector Lopez,Studio 3,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18409&classDate=11/2/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY with alma Collective,Ashley Lynne King (7),Studio 4,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18614&classDate=11/2/2023&clsLoc=1,IN-PERSON: All Levels KRUMPOGRAPHY with Beno,Beno aka Yung Tight Eyex,Studio 4,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18437&classDate=11/2/2023&clsLoc=1,IN-PERSON: Int STREET JAZZ with Yusaku Komori,Yusaku Komori,Studio 3,1 hour & 30 minutes
Broadway Dance Center,9:00 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18479&classDate=11/2/2023&clsLoc=1,IN-PERSON: All Levels STAGE TUMBLING with Anna Gortner,Anna Gortner,Studio 5,1 hour & 30 minutes
Broadway Dance Center,9:15 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18302&classDate=11/2/2023&clsLoc=1,IN-PERSON: All Levels PILATES with Lauren Weinberg,Lauren Weinberg,Studio 4,1 hour & 15 minutes
Broadway Dance Center,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18200&classDate=11/2/2023&clsLoc=1,IN-PERSON: Adv Beg THEATER with Jason Wise,Jason Wise,Studio A,1 hour & 30 minutes
Broadway Dance Center,10:30 am  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18147&classDate=11/2/2023&clsLoc=1,IN-PERSON: Int BALLET with Jamie Salmon,Laura Kaufman (1),Studio 4,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,none,IN-PERSON: Beg BROADWAY JAZZ with Sue Samuels,Canceled Today,none,1 hour & 30 minutes
Broadway Dance Center,12:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18113&classDate=11/2/2023&clsLoc=1,IN-PERSON: Beg TAP with Jill Kenney,Jill Kenney,Studio B,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18337&classDate=11/2/2023&clsLoc=1,IN-PERSON: Adv Beg TAP with Avital Asuleen,Avital Asuleen,Studio B,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18093&classDate=11/2/2023&clsLoc=1,IN-PERSON: Basic BALLET with Dorit Koppel,Dorit Koppel,Studio A,1 hour & 30 minutes
Broadway Dance Center,1:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18100&classDate=11/2/2023&clsLoc=1,IN-PERSON: Int CONTEMPORARY with Jaclyn Walsh,Jaclyn Walsh,Studio 5,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,none,IN-PERSON: Adv Beg THEATER with Marjorie Failoni,Canceled Today,none,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18265&classDate=11/2/2023&clsLoc=1,IN-PERSON: Beg CONTEMPORARY with Blue,Blue,Studio A,1 hour & 30 minutes
Broadway Dance Center,3:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18203&classDate=11/2/2023&clsLoc=1,IN-PERSON: Int TAP with April Cook,April Cook,Studio B,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18261&classDate=11/2/2023&clsLoc=1,IN-PERSON: Adv Beg CONTEMPORARY JAZZ with Nijawwon Matthews,Nijawwon Matthews,Studio A,1 hour & 30 minutes
Broadway Dance Center,4:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18258&classDate=11/2/2023&clsLoc=1,IN-PERSON: Int BALLET with Benjamin Briones,Benjamin Briones,Studio 4,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18588&classDate=11/2/2023&clsLoc=1,IN-PERSON: Adv Beg JAZZ FUNK with Chio,Chio,Studio 5,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18213&classDate=11/2/2023&clsLoc=1,IN-PERSON: Basic BALLET with Erica Ratkovicz,Erica Ratkovicz,Studio A,1 hour & 30 minutes
Broadway Dance Center,6:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18344&classDate=11/2/2023&clsLoc=1,IN-PERSON: Int Adv TAP with Derek Roland,Derek Roland,Studio B,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18455&classDate=11/2/2023&clsLoc=1,IN-PERSON: All Levels POPPING FOUNDATIONS with Ms Vee,Big Mike (5),Studio B,1 hour & 30 minutes
Broadway Dance Center,7:30 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18197&classDate=11/2/2023&clsLoc=1,IN-PERSON: Int Adv HIP-HOP with Deshawn Da Prince,Marlon Santana (6),Studio 5,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18554&classDate=11/2/2023&clsLoc=1,IN-PERSON: Adv JAZZ FUSION with Chase Hudson,Chase Hudson,Studio 5,1 hour & 30 minutes
Broadway Dance Center,9:00 pm  EDT,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=22&classId=18574&classDate=11/2/2023&clsLoc=1,IN-PERSON: Int LYRICAL with Shannon Atkins and Maddison Clay,Shannon Atkins and Maddison Clay,Studio A,1 hour & 30 minutes
