Studio,Start time,,Classes,Teacher,Accompanist,Location,Duration
Peridance,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6897&classDate=12/6/2023&clsLoc=1,Inter Contemporary Floorwork,Mathew James | URBAN TRIBE (2),none,Peridance Center,1 hour &30 minutes
Peridance,2:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=73&classId=6780&classDate=12/6/2023&clsLoc=1,Open Stretch,Sarah Iguchi (3),none,Peridance Center,1 hour &30 minutes
Peridance,4:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6342&classDate=12/6/2023&clsLoc=1,Inter Hip Hop,TweetBoogie _,none,Peridance Center,1 hour &30 minutes
Peridance,4:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5472&classDate=12/6/2023&clsLoc=1,Open Dancehall,Korie Genius,none,Peridance Center,1 hour &30 minutes
Peridance,5:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6739&classDate=12/6/2023&clsLoc=1,Beg Popping,"Justin ""Ice O"" (4)",none,Peridance Center,1 hour &30 minutes
Peridance,5:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=5659&classDate=12/6/2023&clsLoc=1,Inter Choreography,Masumi Kambayashi (5),none,Peridance Center,1 hour &30 minutes
Peridance,6:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6667&classDate=12/6/2023&clsLoc=1,Beg African,Djoniba Mouflet | DJONIBA DANCE CENTRE,none,Peridance Center,1 hour &30 minutes
Peridance,7:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=49&classId=6741&classDate=12/6/2023&clsLoc=1,Inter Contemporary,Kristalyn Gill,none,Peridance Center,1 hour &30 minutes
Peridance,7:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6669&classDate=12/6/2023&clsLoc=1,Adv Choreography,Edson Maldonado (6),none,Peridance Center,1 hour &30 minutes
Peridance,7:15 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=51&classId=6668&classDate=12/6/2023&clsLoc=1,Beg Contemporary Jazz,Jeffrey Gugliotti (7),none,Peridance Center,1 hour &30 minutes
Peridance,7:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6670&classDate=12/6/2023&clsLoc=1,Inter Heels,Chris Ralph,none,Peridance Center,1 hour &30 minutes
Peridance,8:00 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=65&classId=6671&classDate=12/6/2023&clsLoc=1,Open Afro-Cuban,La Mora Pérez | DJONIBA DANCE CENTRE,none,Peridance Center,1 hour &30 minutes
Peridance,8:30 pm EST,https://clients.mindbodyonline.com/ASP/res_a.asp?tg=67&classId=6903&classDate=12/6/2023&clsLoc=1,Beg Waacking,Tyrone Bevans,none,Peridance Center,1 hour &30 minutes
